symbol,number,multiplicity,wyckoff,site_symmetry,coordinates
P 1 1 2_1/a,84,4.0,e,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,-y,-z) (x+1/2,y,-z+1/2)"
P 1 1 2_1/a,84,2.0,d,-1,"(1/2,1/2,0) (0,1/2,1/2)"
P 1 1 2_1/a,84,2.0,c,-1,"(1/2,0,0) (0,0,1/2)"
P 1 1 2_1/a,84,2.0,b,-1,"(0,1/2,0) (1/2,1/2,1/2)"
P 1 1 2_1/a,84,2.0,a,-1,"(0,0,0) (1/2,0,1/2)"
P 1 1 2_1/n,85,4.0,e,1,"(x,y,z) (-x+1/2,-y+1/2,z+1/2) (-x,-y,-z) (x+1/2,y+1/2,-z+1/2)"
P 1 1 2_1/n,85,2.0,d,-1,"(1/2,0,0) (0,1/2,1/2)"
P 1 1 2_1/n,85,2.0,c,-1,"(1/2,1/2,0) (0,0,1/2)"
P 1 1 2_1/n,85,2.0,b,-1,"(0,1/2,0) (1/2,0,1/2)"
P 1 1 2_1/n,85,2.0,a,-1,"(0,0,0) (1/2,1/2,1/2)"
P 1 1 2_1/b,86,4.0,e,1,"(x,y,z) (-x,-y+1/2,z+1/2) (-x,-y,-z) (x,y+1/2,-z+1/2)"
P 1 1 2_1/b,86,2.0,d,-1,"(1/2,1/2,0) (1/2,0,1/2)"
P 1 1 2_1/b,86,2.0,c,-1,"(0,1/2,0) (0,0,1/2)"
P 1 1 2_1/b,86,2.0,b,-1,"(1/2,0,0) (1/2,1/2,1/2)"
P 1 1 2_1/b,86,2.0,a,-1,"(0,0,0) (0,1/2,1/2)"
P 2_1/b 1 1,87,4.0,e,1,"(x,y,z) (x+1/2,-y+1/2,-z) (-x,-y,-z) (-x+1/2,y+1/2,z)"
P 2_1/b 1 1,87,2.0,d,-1,"(0,1/2,1/2) (1/2,0,1/2)"
P 2_1/b 1 1,87,2.0,c,-1,"(0,1/2,0) (1/2,0,0)"
P 2_1/b 1 1,87,2.0,b,-1,"(0,0,1/2) (1/2,1/2,1/2)"
P 2_1/b 1 1,87,2.0,a,-1,"(0,0,0) (1/2,1/2,0)"
P 2_1/n 1 1,88,4.0,e,1,"(x,y,z) (x+1/2,-y+1/2,-z+1/2) (-x,-y,-z) (-x+1/2,y+1/2,z+1/2)"
P 2_1/n 1 1,88,2.0,d,-1,"(0,1/2,0) (1/2,0,1/2)"
P 2_1/n 1 1,88,2.0,c,-1,"(0,1/2,1/2) (1/2,0,0)"
P 2_1/n 1 1,88,2.0,b,-1,"(0,0,1/2) (1/2,1/2,0)"
P 2_1/n 1 1,88,2.0,a,-1,"(0,0,0) (1/2,1/2,1/2)"
P 2_1/c 1 1,89,4.0,e,1,"(x,y,z) (x+1/2,-y,-z+1/2) (-x,-y,-z) (-x+1/2,y,z+1/2)"
P 2_1/c 1 1,89,2.0,d,-1,"(0,1/2,1/2) (1/2,1/2,0)"
P 2_1/c 1 1,89,2.0,c,-1,"(0,0,1/2) (1/2,0,0)"
P 2_1/c 1 1,89,2.0,b,-1,"(0,1/2,0) (1/2,1/2,1/2)"
P 2_1/c 1 1,89,2.0,a,-1,"(0,0,0) (1/2,0,1/2)"
C 1 2/c 1,90,8.0,f,1,"(x,y,z) (-x,y,-z+1/2) (-x,-y,-z) (x,-y,z+1/2)"
C 1 2/c 1,90,4.0,e,2,"(0,y,1/4) (0,-y,3/4)"
C 1 2/c 1,90,4.0,d,-1,"(1/4,1/4,1/2) (3/4,1/4,0)"
C 1 2/c 1,90,4.0,c,-1,"(1/4,1/4,0) (3/4,1/4,1/2)"
C 1 2/c 1,90,4.0,b,-1,"(0,1/2,0) (0,1/2,1/2)"
C 1 2/c 1,90,4.0,a,-1,"(0,0,0) (0,0,1/2)"
A 1 2/n 1,91,8.0,f,1,"(x,y,z) (-x+1/2,y,-z+1/2) (-x,-y,-z) (x+1/2,-y,z+1/2)"
A 1 2/n 1,91,4.0,e,2,"(1/4,y,1/4) (3/4,-y,3/4)"
A 1 2/n 1,91,4.0,d,-1,"(1/2,3/4,3/4) (0,3/4,3/4)"
A 1 2/n 1,91,4.0,c,-1,"(0,3/4,1/4) (1/2,3/4,1/4)"
A 1 2/n 1,91,4.0,b,-1,"(0,1/2,0) (1/2,1/2,1/2)"
A 1 2/n 1,91,4.0,a,-1,"(0,0,0) (1/2,0,1/2)"
I 1 2/a 1,92,8.0,f,1,"(x,y,z) (-x+1/2,y,-z) (-x,-y,-z) (x+1/2,-y,z)"
I 1 2/a 1,92,4.0,e,2,"(1/4,y,0) (3/4,-y,0)"
I 1 2/a 1,92,4.0,d,-1,"(3/4,3/4,1/4) (3/4,3/4,3/4)"
I 1 2/a 1,92,4.0,c,-1,"(1/4,3/4,1/4) (1/4,3/4,3/4)"
I 1 2/a 1,92,4.0,b,-1,"(0,1/2,0) (1/2,1/2,0)"
I 1 2/a 1,92,4.0,a,-1,"(0,0,0) (1/2,0,0)"
A 1 2/a 1,93,8.0,f,1,"(x,y,z) (-x+1/2,y,-z) (-x,-y,-z) (x+1/2,-y,z)"
A 1 2/a 1,93,4.0,e,2,"(3/4,y,0) (1/4,-y,0)"
A 1 2/a 1,93,4.0,d,-1,"(1/2,1/4,1/4) (0,1/4,3/4)"
A 1 2/a 1,93,4.0,c,-1,"(0,1/4,1/4) (1/2,1/4,3/4)"
A 1 2/a 1,93,4.0,b,-1,"(0,1/2,0) (1/2,1/2,0)"
A 1 2/a 1,93,4.0,a,-1,"(0,0,0) (1/2,0,0)"
C 1 2/n 1,94,8.0,f,1,"(x,y,z) (-x+1/2,y,-z+1/2) (-x,-y,-z) (x+1/2,-y,z+1/2)"
C 1 2/n 1,94,4.0,e,2,"(1/4,y,1/4) (3/4,-y,3/4)"
C 1 2/n 1,94,4.0,d,-1,"(3/4,1/4,1/2) (3/4,1/4,0)"
C 1 2/n 1,94,4.0,c,-1,"(1/4,1/4,0) (1/4,1/4,1/2)"
C 1 2/n 1,94,4.0,b,-1,"(0,1/2,0) (1/2,1/2,1/2)"
C 1 2/n 1,94,4.0,a,-1,"(0,0,0) (1/2,0,1/2)"
I 1 2/c 1,95,8.0,f,1,"(x,y,z) (-x,y,-z+1/2) (-x,-y,-z) (x,-y,z+1/2)"
I 1 2/c 1,95,4.0,e,2,"(0,y,1/4) (0,-y,3/4)"
I 1 2/c 1,95,4.0,d,-1,"(1/4,1/4,3/4) (3/4,1/4,3/4)"
I 1 2/c 1,95,4.0,c,-1,"(1/4,1/4,1/4) (3/4,1/4,1/4)"
I 1 2/c 1,95,4.0,b,-1,"(0,1/2,0) (0,1/2,1/2)"
I 1 2/c 1,95,4.0,a,-1,"(0,0,0) (0,0,1/2)"
A 1 1 2/a,96,8.0,f,1,"(x,y,z) (-x+1/2,-y,z) (-x,-y,-z) (x+1/2,y,-z)"
A 1 1 2/a,96,4.0,e,2,"(1/4,0,z) (3/4,0,-z)"
A 1 1 2/a,96,4.0,d,-1,"(1/2,1/4,1/4) (0,3/4,1/4)"
A 1 1 2/a,96,4.0,c,-1,"(0,1/4,1/4) (1/2,3/4,1/4)"
A 1 1 2/a,96,4.0,b,-1,"(0,0,1/2) (1/2,0,1/2)"
A 1 1 2/a,96,4.0,a,-1,"(0,0,0) (1/2,0,0)"
B 1 1 2/n,97,8.0,f,1,"(x,y,z) (-x+1/2,-y+1/2,z) (-x,-y,-z) (x+1/2,y+1/2,-z)"
B 1 1 2/n,97,4.0,e,2,"(1/4,1/4,z) (3/4,3/4,-z)"
B 1 1 2/n,97,4.0,d,-1,"(3/4,1/2,3/4) (3/4,0,3/4)"
B 1 1 2/n,97,4.0,c,-1,"(1/4,0,3/4) (1/4,1/2,3/4)"
B 1 1 2/n,97,4.0,b,-1,"(0,0,1/2) (1/2,1/2,1/2)"
B 1 1 2/n,97,4.0,a,-1,"(0,0,0) (1/2,1/2,0)"
I 1 1 2/b,98,8.0,f,1,"(x,y,z) (-x,-y+1/2,z) (-x,-y,-z) (x,y+1/2,-z)"
I 1 1 2/b,98,4.0,e,2,"(0,1/4,z) (0,3/4,-z)"
I 1 1 2/b,98,4.0,d,-1,"(1/4,3/4,3/4) (3/4,3/4,3/4)"
I 1 1 2/b,98,4.0,c,-1,"(1/4,1/4,3/4) (3/4,1/4,3/4)"
I 1 1 2/b,98,4.0,b,-1,"(0,0,1/2) (0,1/2,1/2)"
I 1 1 2/b,98,4.0,a,-1,"(0,0,0) (0,1/2,0)"
B 1 1 2/b,99,8.0,f,1,"(x,y,z) (-x,-y+1/2,z) (-x,-y,-z) (x,y+1/2,-z)"
B 1 1 2/b,99,4.0,e,2,"(0,3/4,z) (0,1/4,-z)"
B 1 1 2/b,99,4.0,d,-1,"(1/4,1/2,1/4) (3/4,0,1/4)"
B 1 1 2/b,99,4.0,c,-1,"(1/4,0,1/4) (3/4,1/2,1/4)"
B 1 1 2/b,99,4.0,b,-1,"(0,0,1/2) (0,1/2,1/2)"
B 1 1 2/b,99,4.0,a,-1,"(0,0,0) (0,1/2,0)"
A 1 1 2/n,100,8.0,f,1,"(x,y,z) (-x+1/2,-y+1/2,z) (-x,-y,-z) (x+1/2,y+1/2,-z)"
A 1 1 2/n,100,4.0,e,2,"(1/4,1/4,z) (3/4,3/4,-z)"
A 1 1 2/n,100,4.0,d,-1,"(1/2,3/4,1/4) (0,3/4,1/4)"
A 1 1 2/n,100,4.0,c,-1,"(0,1/4,1/4) (1/2,1/4,1/4)"
A 1 1 2/n,100,4.0,b,-1,"(0,0,1/2) (1/2,1/2,1/2)"
A 1 1 2/n,100,4.0,a,-1,"(0,0,0) (1/2,1/2,0)"
I 1 1 2/a,101,8.0,f,1,"(x,y,z) (-x+1/2,-y,z) (-x,-y,-z) (x+1/2,y,-z)"
I 1 1 2/a,101,4.0,e,2,"(1/4,0,z) (3/4,0,-z)"
I 1 1 2/a,101,4.0,d,-1,"(3/4,1/4,1/4) (3/4,3/4,1/4)"
I 1 1 2/a,101,4.0,c,-1,"(1/4,1/4,1/4) (1/4,3/4,1/4)"
I 1 1 2/a,101,4.0,b,-1,"(0,0,1/2) (1/2,0,1/2)"
I 1 1 2/a,101,4.0,a,-1,"(0,0,0) (1/2,0,0)"
B 2/b 1 1,102,8.0,f,1,"(x,y,z) (x,-y+1/2,-z) (-x,-y,-z) (-x,y+1/2,z)"
B 2/b 1 1,102,4.0,e,2,"(x,1/4,0) (-x,3/4,0)"
B 2/b 1 1,102,4.0,d,-1,"(1/4,1/2,1/4) (1/4,0,3/4)"
B 2/b 1 1,102,4.0,c,-1,"(1/4,0,1/4) (1/4,1/2,3/4)"
B 2/b 1 1,102,4.0,b,-1,"(1/2,0,0) (1/2,1/2,0)"
B 2/b 1 1,102,4.0,a,-1,"(0,0,0) (0,1/2,0)"
C 2/n 1 1,103,8.0,f,1,"(x,y,z) (x,-y+1/2,-z+1/2) (-x,-y,-z) (-x,y+1/2,z+1/2)"
C 2/n 1 1,103,4.0,e,2,"(x,1/4,1/4) (-x,3/4,3/4)"
C 2/n 1 1,103,4.0,d,-1,"(3/4,3/4,1/2) (3/4,3/4,0)"
C 2/n 1 1,103,4.0,c,-1,"(3/4,1/4,0) (3/4,1/4,1/2)"
C 2/n 1 1,103,4.0,b,-1,"(1/2,0,0) (1/2,1/2,1/2)"
C 2/n 1 1,103,4.0,a,-1,"(0,0,0) (0,1/2,1/2)"
I 2/c 1 1,104,8.0,f,1,"(x,y,z) (x,-y,-z+1/2) (-x,-y,-z) (-x,y,z+1/2)"
I 2/c 1 1,104,4.0,e,2,"(x,0,1/4) (-x,0,3/4)"
I 2/c 1 1,104,4.0,d,-1,"(3/4,1/4,3/4) (3/4,3/4,3/4)"
I 2/c 1 1,104,4.0,c,-1,"(3/4,1/4,1/4) (3/4,3/4,1/4)"
I 2/c 1 1,104,4.0,b,-1,"(1/2,0,0) (1/2,0,1/2)"
I 2/c 1 1,104,4.0,a,-1,"(0,0,0) (0,0,1/2)"
C 2/c 1 1,105,8.0,f,1,"(x,y,z) (x,-y,-z+1/2) (-x,-y,-z) (-x,y,z+1/2)"
C 2/c 1 1,105,4.0,e,2,"(x,0,3/4) (-x,0,1/4)"
C 2/c 1 1,105,4.0,d,-1,"(1/4,1/4,1/2) (1/4,3/4,0)"
C 2/c 1 1,105,4.0,c,-1,"(1/4,1/4,0) (1/4,3/4,1/2)"
C 2/c 1 1,105,4.0,b,-1,"(1/2,0,0) (1/2,0,1/2)"
C 2/c 1 1,105,4.0,a,-1,"(0,0,0) (0,0,1/2)"
B 2/n 1 1,106,8.0,f,1,"(x,y,z) (x,-y+1/2,-z+1/2) (-x,-y,-z) (-x,y+1/2,z+1/2)"
B 2/n 1 1,106,4.0,e,2,"(x,1/4,1/4) (-x,3/4,3/4)"
B 2/n 1 1,106,4.0,d,-1,"(1/4,1/2,3/4) (1/4,0,3/4)"
B 2/n 1 1,106,4.0,c,-1,"(1/4,0,1/4) (1/4,1/2,1/4)"
B 2/n 1 1,106,4.0,b,-1,"(1/2,0,0) (1/2,1/2,1/2)"
B 2/n 1 1,106,4.0,a,-1,"(0,0,0) (0,1/2,1/2)"
I 2/b 1 1,107,8.0,f,1,"(x,y,z) (x,-y+1/2,-z) (-x,-y,-z) (-x,y+1/2,z)"
I 2/b 1 1,107,4.0,e,2,"(x,1/4,0) (-x,3/4,0)"
I 2/b 1 1,107,4.0,d,-1,"(1/4,3/4,1/4) (1/4,3/4,3/4)"
I 2/b 1 1,107,4.0,c,-1,"(1/4,1/4,1/4) (1/4,1/4,3/4)"
I 2/b 1 1,107,4.0,b,-1,"(1/2,0,0) (1/2,1/2,0)"
I 2/b 1 1,107,4.0,a,-1,"(0,0,0) (0,1/2,0)"
P 2 2 2,108,4.0,u,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z)"
P 2 2 2,108,2.0,t,..2,"(1/2,1/2,z) (1/2,1/2,-z)"
P 2 2 2,108,2.0,s,..2,"(0,1/2,z) (0,1/2,-z)"
P 2 2 2,108,2.0,r,..2,"(1/2,0,z) (1/2,0,-z)"
P 2 2 2,108,2.0,q,..2,"(0,0,z) (0,0,-z)"
P 2 2 2,108,2.0,p,.2.,"(1/2,y,1/2) (1/2,-y,1/2)"
P 2 2 2,108,2.0,o,.2.,"(1/2,y,0) (1/2,-y,0)"
P 2 2 2,108,2.0,n,.2.,"(0,y,1/2) (0,-y,1/2)"
P 2 2 2,108,2.0,m,.2.,"(0,y,0) (0,-y,0)"
P 2 2 2,108,2.0,l,2..,"(x,1/2,1/2) (-x,1/2,1/2)"
P 2 2 2,108,2.0,k,2..,"(x,1/2,0) (-x,1/2,0)"
P 2 2 2,108,2.0,j,2..,"(x,0,1/2) (-x,0,1/2)"
P 2 2 2,108,2.0,i,2..,"(x,0,0) (-x,0,0)"
P 2 2 2,108,1.0,h,222,"(1/2,1/2,1/2)"
P 2 2 2,108,1.0,g,222,"(0,1/2,1/2)"
P 2 2 2,108,1.0,f,222,"(1/2,0,1/2)"
P 2 2 2,108,1.0,e,222,"(1/2,1/2,0)"
P 2 2 2,108,1.0,d,222,"(0,0,1/2)"
P 2 2 2,108,1.0,c,222,"(0,1/2,0)"
P 2 2 2,108,1.0,b,222,"(1/2,0,0)"
P 2 2 2,108,1.0,a,222,"(0,0,0)"
P 2 2 21,109,4.0,e,1,"(x,y,z) (-x,-y,z+1/2) (-x,y,-z+1/2) (x,-y,-z)"
P 2 2 21,109,2.0,d,.2.,"(1/2,y,1/4) (1/2,-y,3/4)"
P 2 2 21,109,2.0,c,.2.,"(0,y,1/4) (0,-y,3/4)"
P 2 2 21,109,2.0,b,2..,"(x,1/2,0) (-x,1/2,1/2)"
P 2 2 21,109,2.0,a,2..,"(x,0,0) (-x,0,1/2)"
P 21 2 2,110,4.0,e,1,"(x,y,z) (x+1/2,-y,-z) (-x+1/2,-y,z) (-x,y,-z)"
P 21 2 2,110,2.0,d,.2.,"(1/4,1/2,z) (3/4,1/2,-z)"
P 21 2 2,110,2.0,c,.2.,"(1/4,0,z) (3/4,0,-z)"
P 21 2 2,110,2.0,b,2..,"(0,y,1/2) (1/2,-y,1/2)"
P 21 2 2,110,2.0,a,2..,"(0,y,0) (1/2,-y,0)"
P 2 21 2,111,4.0,e,1,"(x,y,z) (-x,y+1/2,-z) (x,-y+1/2,-z) (-x,-y,z)"
P 2 21 2,111,2.0,d,.2.,"(x,1/4,1/2) (-x,3/4,1/2)"
P 2 21 2,111,2.0,c,.2.,"(x,1/4,0) (-x,3/4,0)"
P 2 21 2,111,2.0,b,2..,"(1/2,0,z) (1/2,1/2,-z)"
P 2 21 2,111,2.0,a,2..,"(0,0,z) (0,1/2,-z)"
P 21 21 2,112,4.0,c,1,"(x,y,z) (-x,-y,z) (-x+1/2,y+1/2,-z) (x+1/2,-y+1/2,-z)"
P 21 21 2,112,2.0,b,..2,"(0,1/2,z) (1/2,0,-z)"
P 21 21 2,112,2.0,a,..2,"(0,0,z) (1/2,1/2,-z)"
P 2 21 21,113,4.0,c,1,"(x,y,z) (x,-y,-z) (-x,-y+1/2,z+1/2) (-x,y+1/2,-z+1/2)"
P 2 21 21,113,2.0,b,..2,"(x,0,1/2) (-x,1/2,0)"
P 2 21 21,113,2.0,a,..2,"(x,0,0) (-x,1/2,1/2)"
P 21 2 21,114,4.0,c,1,"(x,y,z) (-x,y,-z) (x+1/2,-y,-z+1/2) (-x+1/2,-y,z+1/2)"
P 21 2 21,114,2.0,b,..2,"(1/2,y,0) (0,-y,1/2)"
P 21 2 21,114,2.0,a,..2,"(0,y,0) (1/2,-y,1/2)"
P 21 21 21,115,4.0,a,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z)"
C 2 2 21,116,8.0,c,1,"(x,y,z) (-x,-y,z+1/2) (-x,y,-z+1/2) (x,-y,-z)"
C 2 2 21,116,4.0,b,.2.,"(0,y,1/4) (0,-y,3/4)"
C 2 2 21,116,4.0,a,2..,"(x,0,0) (-x,0,1/2)"
A 21 2 2,117,8.0,c,1,"(x,y,z) (x+1/2,-y,-z) (-x+1/2,-y,z) (-x,y,-z)"
A 21 2 2,117,4.0,b,.2.,"(1/4,0,z) (3/4,0,-z)"
A 21 2 2,117,4.0,a,2..,"(0,y,0) (1/2,-y,0)"
B 2 21 2,118,8.0,c,1,"(x,y,z) (-x,y+1/2,-z) (x,-y+1/2,-z) (-x,-y,z)"
B 2 21 2,118,4.0,b,.2.,"(x,1/4,0) (-x,3/4,0)"
B 2 21 2,118,4.0,a,2..,"(0,0,z) (0,1/2,-z)"
C 2 2 2,119,8.0,l,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z)"
C 2 2 2,119,4.0,k,..2,"(1/4,1/4,z) (3/4,1/4,-z)"
C 2 2 2,119,4.0,j,..2,"(0,1/2,z) (0,1/2,-z)"
C 2 2 2,119,4.0,i,..2,"(0,0,z) (0,0,-z)"
C 2 2 2,119,4.0,h,.2.,"(0,y,1/2) (0,-y,1/2)"
C 2 2 2,119,4.0,g,.2.,"(0,y,0) (0,-y,0)"
C 2 2 2,119,4.0,f,2..,"(x,0,1/2) (-x,0,1/2)"
C 2 2 2,119,4.0,e,2..,"(x,0,0) (-x,0,0)"
C 2 2 2,119,2.0,d,222,"(0,0,1/2)"
C 2 2 2,119,2.0,c,222,"(1/2,0,1/2)"
C 2 2 2,119,2.0,b,222,"(0,1/2,0)"
C 2 2 2,119,2.0,a,222,"(0,0,0)"
A 2 2 2,120,8.0,l,1,"(x,y,z) (x,-y,-z) (-x,-y,z) (-x,y,-z)"
A 2 2 2,120,4.0,k,..2,"(x,1/4,1/4) (-x,3/4,1/4)"
A 2 2 2,120,4.0,j,..2,"(x,0,1/2) (-x,0,1/2)"
A 2 2 2,120,4.0,i,..2,"(x,0,0) (-x,0,0)"
A 2 2 2,120,4.0,h,.2.,"(1/2,0,z) (1/2,0,-z)"
A 2 2 2,120,4.0,g,.2.,"(0,0,z) (0,0,-z)"
A 2 2 2,120,4.0,f,2..,"(1/2,y,0) (1/2,-y,0)"
A 2 2 2,120,4.0,e,2..,"(0,y,0) (0,-y,0)"
A 2 2 2,120,2.0,d,222,"(1/2,0,0)"
A 2 2 2,120,2.0,c,222,"(1/2,1/2,0)"
A 2 2 2,120,2.0,b,222,"(0,0,1/2)"
A 2 2 2,120,2.0,a,222,"(0,0,0)"
B 2 2 2,121,8.0,l,1,"(x,y,z) (-x,y,-z) (x,-y,-z) (-x,-y,z)"
B 2 2 2,121,4.0,k,..2,"(1/4,y,1/4) (1/4,-y,3/4)"
B 2 2 2,121,4.0,j,..2,"(1/2,y,0) (1/2,-y,0)"
B 2 2 2,121,4.0,i,..2,"(0,y,0) (0,-y,0)"
B 2 2 2,121,4.0,h,.2.,"(x,1/2,0) (-x,1/2,0)"
B 2 2 2,121,4.0,g,.2.,"(x,0,0) (-x,0,0)"
B 2 2 2,121,4.0,f,2..,"(0,1/2,z) (0,1/2,-z)"
B 2 2 2,121,4.0,e,2..,"(0,0,z) (0,0,-z)"
B 2 2 2,121,2.0,d,222,"(0,1/2,0)"
B 2 2 2,121,2.0,c,222,"(0,1/2,1/2)"
B 2 2 2,121,2.0,b,222,"(1/2,0,0)"
B 2 2 2,121,2.0,a,222,"(0,0,0)"
F 2 2 2,122,16.0,k,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z)"
F 2 2 2,122,8.0,j,2..,"(x,1/4,1/4) (-x,3/4,1/4)"
F 2 2 2,122,8.0,i,.2.,"(1/4,y,1/4) (3/4,-y,1/4)"
F 2 2 2,122,8.0,h,..2,"(1/4,1/4,z) (3/4,1/4,-z)"
F 2 2 2,122,8.0,g,..2,"(0,0,z) (0,0,-z)"
F 2 2 2,122,8.0,f,.2.,"(0,y,0) (0,-y,0)"
F 2 2 2,122,8.0,e,2..,"(x,0,0) (-x,0,0)"
F 2 2 2,122,4.0,d,222,"(1/4,1/4,3/4)"
F 2 2 2,122,4.0,c,222,"(1/4,1/4,1/4)"
F 2 2 2,122,4.0,b,222,"(0,0,1/2)"
F 2 2 2,122,4.0,a,222,"(0,0,0)"
I 2 2 2,123,8.0,k,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z)"
I 2 2 2,123,4.0,j,..2,"(0,1/2,z) (0,1/2,-z)"
I 2 2 2,123,4.0,i,..2,"(0,0,z) (0,0,-z)"
I 2 2 2,123,4.0,h,.2.,"(1/2,y,0) (1/2,-y,0)"
I 2 2 2,123,4.0,g,.2.,"(0,y,0) (0,-y,0)"
I 2 2 2,123,4.0,f,2..,"(x,0,1/2) (-x,0,1/2)"
I 2 2 2,123,4.0,e,2..,"(x,0,0) (-x,0,0)"
I 2 2 2,123,2.0,d,222,"(0,1/2,0)"
I 2 2 2,123,2.0,c,222,"(0,0,1/2)"
I 2 2 2,123,2.0,b,222,"(1/2,0,0)"
I 2 2 2,123,2.0,a,222,"(0,0,0)"
I 21 21 21,124,8.0,d,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z)"
I 21 21 21,124,4.0,c,..2,"(0,1/4,z) (0,3/4,-z+1/2)"
I 21 21 21,124,4.0,b,.2.,"(1/4,y,0) (1/4,-y,1/2)"
I 21 21 21,124,4.0,a,2..,"(x,0,1/4) (-x+1/2,0,3/4)"
P m m 2,125,4.0,i,1,"(x,y,z) (-x,-y,z) (x,-y,z) (-x,y,z)"
P m m 2,125,2.0,h,m..,"(1/2,y,z) (1/2,-y,z)"
P m m 2,125,2.0,g,m..,"(0,y,z) (0,-y,z)"
P m m 2,125,2.0,f,.m.,"(x,1/2,z) (-x,1/2,z)"
P m m 2,125,2.0,e,.m.,"(x,0,z) (-x,0,z)"
P m m 2,125,1.0,d,mm2,"(1/2,1/2,z)"
P m m 2,125,1.0,c,mm2,"(1/2,0,z)"
P m m 2,125,1.0,b,mm2,"(0,1/2,z)"
P m m 2,125,1.0,a,mm2,"(0,0,z)"
P 2 m m,126,4.0,i,1,"(x,y,z) (x,-y,-z) (x,y,-z) (x,-y,z)"
P 2 m m,126,2.0,h,m..,"(x,1/2,z) (x,1/2,-z)"
P 2 m m,126,2.0,g,m..,"(x,0,z) (x,0,-z)"
P 2 m m,126,2.0,f,.m.,"(x,y,1/2) (x,-y,1/2)"
P 2 m m,126,2.0,e,.m.,"(x,y,0) (x,-y,0)"
P 2 m m,126,1.0,d,mm2,"(x,1/2,1/2)"
P 2 m m,126,1.0,c,mm2,"(x,1/2,0)"
P 2 m m,126,1.0,b,mm2,"(x,0,1/2)"
P 2 m m,126,1.0,a,mm2,"(x,0,0)"
P m 2 m,127,4.0,i,1,"(x,y,z) (-x,y,-z) (-x,y,z) (x,y,-z)"
P m 2 m,127,2.0,h,m..,"(x,y,1/2) (-x,y,1/2)"
P m 2 m,127,2.0,g,m..,"(x,y,0) (-x,y,0)"
P m 2 m,127,2.0,f,.m.,"(1/2,y,z) (1/2,y,-z)"
P m 2 m,127,2.0,e,.m.,"(0,y,z) (0,y,-z)"
P m 2 m,127,1.0,d,mm2,"(1/2,y,1/2)"
P m 2 m,127,1.0,c,mm2,"(0,y,1/2)"
P m 2 m,127,1.0,b,mm2,"(1/2,y,0)"
P m 2 m,127,1.0,a,mm2,"(0,y,0)"
P m c 21,128,4.0,c,1,"(x,y,z) (-x,-y,z+1/2) (x,-y,z+1/2) (-x,y,z)"
P m c 21,128,2.0,b,m..,"(1/2,y,z) (1/2,-y,z+1/2)"
P m c 21,128,2.0,a,m..,"(0,y,z) (0,-y,z+1/2)"
P c m 21,129,4.0,c,1,"(x,y,z) (-x,-y,z+1/2) (-x,y,z+1/2) (x,-y,z)"
P c m 21,129,2.0,b,m..,"(x,1/2,z) (-x,1/2,z+1/2)"
P c m 21,129,2.0,a,m..,"(x,0,z) (-x,0,z+1/2)"
P 21 m a,130,4.0,c,1,"(x,y,z) (x+1/2,-y,-z) (x+1/2,y,-z) (x,-y,z)"
P 21 m a,130,2.0,b,m..,"(x,1/2,z) (x+1/2,1/2,-z)"
P 21 m a,130,2.0,a,m..,"(x,0,z) (x+1/2,0,-z)"
P 21 a m,131,4.0,c,1,"(x,y,z) (x+1/2,-y,-z) (x+1/2,-y,z) (x,y,-z)"
P 21 a m,131,2.0,b,m..,"(x,y,1/2) (x+1/2,-y,1/2)"
P 21 a m,131,2.0,a,m..,"(x,y,0) (x+1/2,-y,0)"
P b 21 m,132,4.0,c,1,"(x,y,z) (-x,y+1/2,-z) (-x,y+1/2,z) (x,y,-z)"
P b 21 m,132,2.0,b,m..,"(x,y,1/2) (-x,y+1/2,1/2)"
P b 21 m,132,2.0,a,m..,"(x,y,0) (-x,y+1/2,0)"
P m 21 b,133,4.0,c,1,"(x,y,z) (-x,y+1/2,-z) (x,y+1/2,-z) (-x,y,z)"
P m 21 b,133,2.0,b,m..,"(1/2,y,z) (1/2,y+1/2,-z)"
P m 21 b,133,2.0,a,m..,"(0,y,z) (0,y+1/2,-z)"
P c c 2,134,4.0,e,1,"(x,y,z) (-x,-y,z) (x,-y,z+1/2) (-x,y,z+1/2)"
P c c 2,134,2.0,d,..2,"(1/2,1/2,z) (1/2,1/2,z+1/2)"
P c c 2,134,2.0,c,..2,"(1/2,0,z) (1/2,0,z+1/2)"
P c c 2,134,2.0,b,..2,"(0,1/2,z) (0,1/2,z+1/2)"
P c c 2,134,2.0,a,..2,"(0,0,z) (0,0,z+1/2)"
P 2 a a,135,4.0,e,1,"(x,y,z) (x,-y,-z) (x+1/2,y,-z) (x+1/2,-y,z)"
P 2 a a,135,2.0,d,..2,"(x,1/2,1/2) (x+1/2,1/2,1/2)"
P 2 a a,135,2.0,c,..2,"(x,1/2,0) (x+1/2,1/2,0)"
